"","Number of wins","Base Hits by batters (1B,2B,3B,HR)","Doubles by batters (2B)","Triples by batters (3B)","Homeruns by batters (4B)","Walks by batters","Strikeouts by batters","Stolen bases","Caught stealing","Batters hit by pitch (get a free base)","Hits allowed","Homeruns allowed","Walks allowed","Strikeouts by pitchers","Errors","Double Plays"
"1358",100,1311,184,41,109,527,1089,66,43,59.95,1311,109,527,1089,122,146
"1359",83,1358,211,42,120,684,1062,118,54,56.72,1358,120,684,1062,124,136
"1360",86,1198,182,32,109,612,1028,43,43,57.56,1244,113,636,1068,120,127
"1361",83,1353,199,24,86,543,810,27,22,58.15,1361,87,546,815,127,141
"1362",71,1286,183,22,96,597,735,43,23,54.25,1286,96,597,735,158,150
"1363",82,1430,217,34,101,501,805,32,26,57.5,1430,101,501,805,151,144
"1364",86,1334,198,34,102,561,797,66,58,53.4,1334,102,561,797,131,116
"1365",64,1319,227,30,88,529,887,98,81,53.38,1319,88,529,887,134,132
"1366",66,1332,227,47,86,549,829,100,77,50.99,1332,86,549,829,132,160
"1367",63,1399,255,41,74,498,817,135,79,53.12,1399,74,498,817,140,168
"1368",67,1407,218,41,61,501,840,158,99,53.65,1407,61,501,840,154,132
"1369",64,1365,214,55,90,478,948,162,66,57.69,2147,142,752,1491,204,140
"1370",65,1361,227,26,97,456,1005,137,58,60.74,1361,97,456,1005,175,134
"1371",90,1400,235,25,107,500,1001,149,54,61.28,1400,107,500,1001,129,154
"1372",98,1425,239,35,134,546,872,117,53,53.95,1425,134,546,872,115,138
"1373",108,1462,261,31,148,631,968,118,48,57.42,1462,148,631,968,138,145
"1374",92,1499,287,34,192,592,1012,159,49,56.57,1499,192,592,1012,137,137
"1375",101,1404,254,24,154,551,853,142,52,55.94,1422,156,558,864,116,129
"1376",87,1351,280,21,147,504,934,158,53,58.89,1351,147,504,934,144,110
"1377",91,1410,278,21,172,536,851,110,33,56.7,1410,172,536,851,132,107
"1378",77,1313,252,24,118,582,794,154,70,59.21,1321,119,586,799,144,113
"1379",72,1254,259,17,93,572,956,129,52,62.85,1254,93,572,956,116,134
"1380",59,1350,228,37,158,448,879,79,50,51.82,1350,158,448,879,156,143
"1381",79,1385,235,30,168,482,1157,36,37,64.27,1986,241,691,1659,128,161
"1382",78,1488,245,38,141,502,1118,65,44,60,1674,159,565,1258,129,141
"1383",71,1515,267,47,147,445,1069,97,48,55.23,1515,147,445,1069,157,163
"1384",88,1448,274,28,153,550,1029,97,74,56.95,1448,153,550,1029,117,165
"1385",88,1425,289,24,136,572,1049,62,46,58.59,1425,136,572,1049,101,151
"1386",96,1543,295,14,180,713,988,149,61,59.97,1534,179,709,982,68,146
"1387",94,1445,282,20,198,675,1037,66,46,45,1445,198,675,1037,118,121
"1388",82,1361,273,18,147,545,1062,66,48,65,1361,147,545,1062,101,132
"1389",75,1418,239,22,161,489,1050,88,42,63,1427,162,492,1057,145,139
"1390",66,1325,264,24,125,492,1041,70,31,54,1333,126,495,1047,119,159
"1391",71,1376,289,20,185,512,1159,107,23,61,1376,185,512,1159,137,144
"1392",83,1421,279,32,175,486,1075,153,40,48,1421,175,486,1075,106,146
"1393",91,1490,187,98,10,240,437,299.82,141.54,52.97,2514,17,405,737,660,102.4
"1394",114,1593,235,97,33,307,477,350.99,115.46,56.55,2412,50,465,722,668,99.34
"1395",64,1256,130,86,22,396,694,144,130.55,53.46,1507,26,475,833,654,103.44
"1396",54,1458,235,80,26,535,564,372,130.76,52.66,1776,32,652,687,765,110.33
"1397",61,1429,113,43,6,52,101,99.3,60.35,53.74,4134,17,150,292,1374,52
"1398",59,1547,237,126,39,490,504,222,110.83,52.7,1816,46,575,592,407,128
"1399",87,1373,233,75,22,401,562,193,134.68,54.71,1660,27,485,679,319,105
"1400",99,1453,209,98,29,335,588,175,134.93,53.03,1559,31,359,631,295,97
"1401",77,1335,177,66,25,391,677.75,217,147.66,53.41,1451,27,425,726.83,319,96
"1402",97,1453,178,83,18,355,629.02,206,145.19,52.76,1559,19,381,714,292,74
"1403",77,1377,164,73,16,333,639.17,225,150.2,52.96,1507,18,365,711.53,368,86
"1404",54,1252,149,53,14,303,644.27,243,151.01,52.97,1317,15,319,726.06,356,82
"1405",94,1345,176,80,21,498,751.04,309,173.48,55.25,1443,23,534,827.91,307,102
"1406",81,1464,203,102,27,525,647.4,287,153.85,53.58,1560,29,560,712.81,341,106
"1407",53,1407,179,84,19,493,662.53,263,150.25,53.33,1500,20,525,733.18,401,82
"1408",61,1241,166,48,9,573,662,218,150.42,52.23,1331,10,615,710,307,101
"1409",74,1203,157,55,13,607,748,264,201,53.67,1265,14,639,787,235,98
"1410",74,1238,178,53,33,608,713,211,142,54.14,1319,35,648,760,229,126
"1411",84,1343,204,62,37,543,665,188,120.54,53.7,1413,39,571,700,230,125
"1412",75,1298,182,55,29,525,566,144,112.4,55.18,1374,31,556,599,238,137
"1413",79,1429,211,59,26,483,487,116,83.69,54.24,1882,34,636,641,212,180
"1414",93,1486,225,57,52,450,558,118,85.25,58.42,1732,61,524,650,225,126
"1415",100,1523,282,75,121,567,659,67,86,52.44,1602,127,596,693,203,136
"1416",104,1669,302,92,142,623,602,94,68,52.61,1767,150,660,637,233,146
"1417",99,1582,231,79,100,523,560,65,62,54.83,1664,105,550,589,163,128
"1418",104,1656,246,84,112,555,550,74,79,54.35,1765,119,592,586,153,140
"1419",95,1616,264,92,104,509,448,74,68,56.68,1722,111,542,477,164,140
"1420",73,1547,260,78,116,494,507,70,77,55.4,1627,122,520,533,170,158
"1421",96,1586,276,79,127,675,610,83,63,53.52,1668,134,710,642,220,123
"1422",116,1729,306,108,166,668,636,95,67,55.64,1819,175,703,669,206,129
"1423",106,1660,283,83,140,591,572,54,54,51.21,1746,147,622,602,209,143
"1424",93,1669,276,78,149,583,545,54,46,50.4,1756,157,613,573,188,160
"1425",113,1645,293,86,168,806,554,81,69,55.71,1730,177,848,583,200,130
"1426",98,1615,260,81,156,756,546,82,64,56.7,1744,168,816,590,177,132
"1427",99,1572,238,64,142,736,628,75,48,54.76,1654,149,774,661,168,159
"1428",106,1577,302,67,185,798,657,97,30,59.75,1681,197,851,700,180,180
"1429",114,1632,278,59,178,752,583,77,40,55.31,1751,191,807,625,135,171
"1430",93,1442,256,69,163,682,637,62,38,57.13,1517,171,717,670,160,166
"1431",106,1540,256,63,159,648,594,54,35,59.47,1620,167,682,625,174,206
"1432",108,1503,235,60,114,622,585,73,35,56.43,1581,120,654,615,149,200
"1433",103,1420,229,62,105,656,591,48,63,56.75,1494,110,690,622,168,175
"1434",87,1483,227,78,101,550,660,96,33,55.19,1560,106,579,694,164,179
"1435",86,1431,201,65,99,659,604,68,46,54.36,1525,106,702,644,187,181
"1436",92,1341,219,53,143,660,743,50,37,52.76,1411,150,694,782,155,183
"1437",102,1514,242,76,121,642,611,28,24,63.94,1593,127,675,643,115,159
"1438",102,1469,226,63,121,769,567,61,32,57.59,1545,127,809,596,144,205
"1439",103,1589,246,74,167,723,487,43,29,62.59,1672,176,761,512,125,198
"1440",103,1467,219,50,147,636,575,82,41,56.39,1543,155,669,605,151,200
"1441",100,1484,232,59,136,595,686,55,44,53.5,1561,143,626,722,134,209
"1442",106,1523,242,56,149,704,691,36,47,56.71,1634,160,755,741,135,195
"1443",108,1473,226,62,140,684,665,36,43,57.69,1550,147,720,700,134,208
"1444",101,1412,188,58,184,641,692,58,26,57.83,1485,194,674,728,135,189
"1445",102,1507,203,58,200,647,794,54,39,55.27,1585,210,681,835,142,225
"1446",97,1492,223,41,173,565,865,50,34,53.44,1570,182,594,910,135,191
"1447",83,1470,236,42,161,481,871,47,23,54.07,1546,169,506,916,138,168
"1448",102,1449,226,42,203,565,860,39,24,56.73,1524,214,594,905,136,170
"1449",109,1461,194,40,240,543,785,28,18,61.08,1461,240,543,785,124,180
"1450",96,1509,240,29,199,584,842,42,29,55.41,1509,199,584,842,131,151
"1451",105,1396,198,35,189,437,813,42,26,54.32,1405,190,440,818,109,163
"1452",99,1442,208,35,162,520,976,54,18,57.81,1442,162,520,976,107,158
"1453",77,1286,196,31,149,489,951,35,20,56.46,1286,149,489,951,137,166
"1454",71,1278,185,37,165,494,832,50,30,53.02,1302,168,503,848,145,145
"1455",72,1225,166,17,100,532,1043,63,37,60.72,1225,100,532,1043,154,144
"1456",83,1137,154,34,109,566,958,90,50,55.25,1137,109,566,958,139,142
"1457",80,1255,211,44,95,569,845,120,74,52.74,1263,96,573,850,132,159
"1458",93,1381,208,41,111,588,808,105,61,54.26,1381,111,588,808,130,146
"1459",82,1377,195,43,97,581,717,75,55,54.7,1377,97,581,717,125,159
"1460",83,1346,210,25,108,513,720,74,44,55.41,1407,113,536,753,140,187
"1461",80,1435,212,17,131,489,680,47,43,56.62,1435,131,489,680,156,172
"1462",89,1451,220,30,101,515,690,53,35,54.8,1451,101,515,690,142,158
"1463",84,1448,233,39,111,492,719,103,60,56.2,1466,112,498,728,137,150
"1464",99,1524,235,37,122,479,628,166,66,56.33,1553,124,488,640,128,144
"1465",100,1576,267,47,184,533,681,93,57,57.96,1576,184,533,681,132,151
"1466",99,1480,227,38,124,502,691,97,42,58.75,1471,123,499,687,112,133
"1467",103,1484,239,34,189,643,739,86,36,60.61,1484,189,643,739,138,160
"1468",89,1346,224,33,151,592,657,71,45,58.31,2038,229,896,995,109,151
"1469",79,1417,225,37,161,590,719,69,45,50.75,1417,161,590,719,128,158
"1470",91,1535,269,40,153,533,686,84,42,55.67,1535,153,533,686,139,157
"1471",87,1560,275,32,130,534,673,62,38,54.48,1560,130,534,673,142,177
"1472",98,1467,274,31,177,624,776,156,53,55.51,1476,178,628,781,124,173
"1473",90,1512,275,23,188,645,911,139,48,56.47,1512,188,645,911,127,153
"1474",89,1445,239,16,196,604,949,105,43,57.06,1445,196,604,949,102,155
"1475",86,1478,274,12,149,592,941,147,39,58.4,1487,150,596,947,135,162
"1476",74,1479,230,23,131,505,836,138,60,55.16,1488,132,508,841,123,184
"1477",71,1418,249,19,147,473,861,109,36,55.54,1418,147,473,861,133,181
"1478",88,1568,294,24,178,629,910,39,35,58.8,1568,178,629,910,101,166
"1479",100,1656,341,23,199,760,946,79,57,68.55,2374,285,1090,1356,115,175
"1480",89,1536,315,38,137,703,957,56,34,57.68,1728,154,791,1077,82,136
"1481",92,1621,293,28,162,632,909,96,46,54.91,1621,162,632,909,91,146
"1482",96,1636,325,23,161,676,954,99,58,59.09,1636,161,676,954,105,156
"1483",114,1625,290,31,207,653,1025,153,63,58.94,1625,207,653,1025,98,146
"1484",98,1568,302,36,193,718,978,104,57,62.2,1568,193,718,978,111,130
"1485",88,1551,296,25,206,635,1013,100,48,57,1561,207,639,1019,110,136
"1486",96,1507,293,20,206,525,1048,163,54,65,1526,209,532,1061,110,134
"1487",104,1550,316,12,224,644,1178,101,38,72,1560,225,648,1185,128,118
"1488",101,1518,304,14,230,684,1042,98,33,81,1518,230,684,1042,114,126
"1489",101,1483,281,20,242,670,982,84,33,80,1483,242,670,982,99,148
"1490",95,1552,259,16,229,637,989,84,27,73,1552,229,637,989,95,151
"1491",97,1608,327,21,210,649,1053,139,35,72,1608,210,649,1053,104,145
"1492",88,1678,285,104,42,359,410,206,99.26,51.09,1999,50,428,488,394,111
"1493",99,1631,280,80,45,409,349,239,104.07,53.64,1943,54,487,416,317,89
"1494",90,1483,272,82,38,322,616,188,116.19,52.66,1780,46,386,739,260,79
"1495",87,1358,211,83,33,336,649,147,127.31,54.14,1457,35,360,696,268,72
"1496",101,1434,280,56,26,412,643.89,208,125.62,53.3,1570,28,451,702.4,290,104
"1497",87,1347,238,55,36,430,653.4,184,119.2,54.59,1505,40,480,714.48,298,96
"1498",98,1423,249,48,25,429,578.79,153,112.84,55.27,1590,28,479,652.07,294,75
"1499",72,1198,194,53,22,390,681.08,123,120.27,55.51,1268,23,413,771.81,288,72
"1500",101,1331,197,93,22,427,747.33,217,156.63,54.78,1409,23,452,798.55,259,97
"1501",110,1483,206,113,21,442,603.74,224,144.27,54.85,1602,23,477,655.73,248,126
"1502",108,1652,254,100,38,455,558.68,242,124.08,57.56,1772,41,488,625.53,245,107
"1503",106,1484,176,85,31,581,551,246,200,54.29,1582,33,619,587,227,124
"1504",46,1283,195,77,17,465,676,135,95,55.19,1367,18,496,720,360,126
"1505",38,1283,179,69,20,430,668,160,128.1,52.19,1358,21,455,707,330,133
"1506",58,1372,187,66,18,461,550,119,110.07,55.42,1453,19,488,582,266,112
"1507",66,1315,157,56,28,434,614,105,87.16,53.78,1664,35,549,777,289,172
"1508",42,1338,203,82,41,404,654,119,92.1,54.61,1548,47,467,757,297,111
"1509",50,1393,231,52,46,371,624,53,70,51.11,1465,48,390,656,281,133
"1510",56,1585,271,68,87,449,598,72,58,56.29,1678,92,475,633,293,152
"1511",68,1482,241,66,117,460,622,63,66,54.31,1559,123,484,654,229,125
"1512",74,1500,244,68,56,474,551,77,66,56.49,1599,60,505,587,240,135
"1513",76,1555,268,63,67,399,514,84,70,54.03,1657,71,425,548,193,167
"1514",94,1768,318,84,81,483,460,71,63,53.09,1884,86,515,490,228,158
"1515",104,1631,342,79,94,564,468,62,51,55.72,1727,100,597,496,194,131
"1516",112,1662,311,82,132,586,475,66,41,53.85,1795,143,633,513,160,126
"1517",107,1655,336,78,131,630,559,50,35,56.84,1741,138,663,588,153,127
"1518",114,1646,331,68,126,563,579,27,25,57.8,1754,134,600,617,149,161
"1519",99,1689,319,55,181,681,663,40,24,60.78,1777,190,716,697,129,149
"1520",85,1630,320,60,149,671,663,36,36,57.08,1749,160,720,711,218,130
"1521",73,1610,255,54,156,530,631,62,38,53.87,1739,168,572,681,212,179
"1522",63,1598,264,48,122,516,655,47,38,52.61,1737,133,561,712,205,163
"1523",56,1528,254,64,76,555,625,62,46,51.34,1618,80,588,662,220,161
"1524",58,1500,298,64,101,625,598,102,51,51.78,1609,108,671,642,212,161
"1525",56,1503,259,66,104,645,629,69,56,56.18,1602,111,687,670,217,127
"1526",57,1463,255,56,110,585,690,50,35,53.71,1539,116,615,726,250,138
"1527",67,1505,252,73,89,604,619,28,38,54.12,1583,94,635,651,210,158
"1528",58,1383,224,48,35,463,515,46,47,52.99,1455,37,487,542,198,130
"1529",52,1282,183,46,27,452,489,58,44,54.33,1349,28,475,514,170,156
"1530",76,1435,178,49,38,444,515,44,34,55.6,1510,40,467,542,183,134
"1531",56,1401,217,40,36,485,500,27,49,54.8,1513,39,524,540,164,173
"1532",52,1385,231,54,42,507,625,41,32,52.67,1457,44,533,657,176,148
"1533",88,1415,243,49,72,764,550,42,34,57.32,1489,76,804,579,119,189
"1534",85,1400,225,52,86,824,519,38,26,56.58,1473,90,867,546,147,228
"1535",55,1432,215,56,105,721,519,44,26,54.07,1506,110,758,546,163,219
"1536",74,1453,276,45,107,712,594,49,38,53.61,1528,113,749,625,142,215
"1537",62,1471,216,40,122,524,633,43,25,50.85,1547,128,551,666,143,169
"1538",54,1292,201,43,99,530,712,32,31,54,1359,104,558,749,175,171
"1539",66,1467,199,48,127,487,763,23,38,53.78,1543,134,512,803,154,183
"1540",62,1336,206,42,176,385,805,37,29,52.21,1415,186,408,852,132,172
"1541",77,1364,206,53,145,475,786,23,38,55.09,1435,153,500,827,131,175
"1542",69,1455,243,45,123,506,821,36,25,54.84,1531,129,532,864,167,164
"1543",61,1350,217,47,91,584,777,58,22,51.98,1358,92,588,782,175,161
"1544",72,1467,220,58,116,556,803,76,21,54.02,1467,116,556,803,132,131
"1545",73,1356,225,38,95,529,829,47,26,56.34,1356,95,529,829,124,131
"1546",57,1321,216,29,166,548,1104,34,20,55.03,1321,166,548,1104,154,152
"1547",59,1294,186,59,110,521,1020,110,51,56.54,1294,110,521,1020,139,142
"1548",75,1275,215,57,71,426,994,134,51,58.31,1291,72,431,1006,141,156
"1549",62,1252,213,50,69,455,1025,133,59,57.89,1260,69,458,1031,133,121
"1550",82,1300,192,40,94,472,1022,147,61,59.56,1300,94,472,1022,145,136
"1551",89,1338,208,24,171,584,977,131,68,54.92,1338,171,584,977,141,152
"1552",102,1392,196,25,161,545,1024,80,53,59.04,1401,162,548,1030,118,158
"1553",97,1304,204,30,140,484,926,91,50,55.25,1363,146,506,968,136,153
"1554",94,1431,216,28,147,595,919,128,57,49.87,1431,147,595,919,137,170
"1555",90,1315,205,37,132,568,876,164,93,51.14,1315,132,568,876,141,154
"1556",98,1376,220,33,151,609,846,183,82,51.32,1376,151,609,846,143,140
"1557",63,1292,177,37,118,519,916,177,90,56.71,1300,119,522,922,191,137
"1558",69,1304,200,31,100,433,800,144,117,52.71,1304,100,433,800,179,145
"1559",54,1276,188,32,108,482,751,104,69,55.69,1276,108,482,751,174,137
"1560",83,1424,212,35,137,506,824,175,82,53.34,1424,137,506,824,130,115
"1561",95,1352,177,39,155,508,962,146,70,63.28,2009,230,755,1430,120,110
"1562",68,1286,211,27,149,582,948,232,87,54.92,1286,149,582,948,160,140
"1563",74,1447,237,28,121,524,872,235,98,52.75,1447,121,524,872,157,157
"1564",77,1415,257,29,158,568,871,145,64,52.44,1415,158,568,871,146,159
"1565",77,1475,230,34,155,508,861,117,58,54.86,1475,155,508,861,140,137
"1566",76,1370,213,25,163,553,983,139,61,55.97,1370,163,553,983,135,120
"1567",99,1414,220,25,127,562,855,157,55,51.62,1414,127,562,855,129,159
"1568",103,1379,209,22,164,651,992,141,54,58.57,1379,164,651,992,87,152
"1569",84,1342,246,19,159,642,981,151,64,59.1,1342,159,642,981,107,150
"1570",96,1389,219,24,142,707,831,143,59,52.77,1389,142,707,831,125,158
"1571",68,1408,260,21,158,622,1048,131,59,57.83,1408,158,622,1048,111,161
"1572",72,1434,253,18,161,593,975,129,55,64.45,2038,229,843,1386,125,149
"1573",75,1458,257,20,190,636,1025,126,52,59.11,1640,214,716,1153,114,170
"1574",78,1492,283,21,243,640,1114,58,35,63.46,1492,243,640,1114,102,195
"1575",65,1451,274,23,197,642,1181,71,36,60.72,1451,197,642,1181,121,170
"1576",74,1413,295,13,149,633,1122,131,47,59.5,1413,149,633,1122,141,155
"1577",87,1430,287,20,235,770,1129,70,37,60.23,1430,235,770,1129,122,162
"1578",92,1510,283,23,240,755,1166,40,15,52,1519,241,760,1173,135,165
"1579",102,1469,334,22,199,640,1021,68,29,88,1469,199,640,1021,125,151
"1580",96,1398,317,24,176,556,898,48,14,59,1398,176,556,898,107,145
"1581",91,1545,336,15,189,608,1061,47,22,55,1545,189,608,1061,91,172
"1582",88,1476,310,20,155,537,819,31,22,52,1476,155,537,819,88,166
"1583",93,1429,266,22,175,650,976,61,20,50,1429,175,650,976,84,173
"1584",36,1674,216,54,0,72,72,0,54,58.91,30132,0,1296,1296,1728,104.08
"1585",76,1509,213,143,44,720,475,315,110.77,54.21,1910,56,911,601,648,118.26
"1586",69,1446,194,97,37,443,621,165,118.7,52.92,1562,40,478,671,273,99
"1587",91,1396,191,85,21,474,594,237,138.37,55.48,1478,22,502,629,184,104
"1588",89,1426,192,45,11,270,354,311.06,121.41,54.24,3080,24,583,765,780,78
"1589",109,1607,246,83,33,321,443,341.68,114.22,55.9,2656,55,531,732,965,102.31
"1590",92,1600,253,151,39,232,643,355.18,110.24,54.49,2422,59,351,974,693,113.72
"1591",80,1590,244,110,43,323,593,315.99,109.33,54.69,2300,62,467,858,697,115.82
"1592",76,1370,230,98,25,454,836,341,140.98,56.9,1644,30,545,1003,764,112.6
"1593",99,1473,223,108,38,369,576,529,128.09,54.25,1794,46,449,702,579,106.92
"1594",66,1297,222,63,29,583,663,374,133.88,51.4,1592,36,716,814,556,107.25
"1595",56,1351,216,56,20,302,741,274.99,128.36,54.3,1954,29,437,1072,775,106.71
"1596",101,1387,206,94,37,401,733,321,128.24,56.59,1971,53,570,1042,558,103.62
"1597",99,1671,281,117,62,507,456,468,93.78,53.29,2201,82,668,601,620,123.84
"1598",86,1272,188,57,20,334,604,307,152.05,53.17,1585,25,416,753,528,100.83
"1599",80,1592,274,66,56,501,450,343,102.39,54.79,2031,71,639,574,594,116.61
"1600",96,1567,272,96,28,646,498,414,117.45,54.35,1938,35,799,616,490,108.38
"1601",80,1471,213,60,25,570,487,274,134.48,53.62,1739,30,674,576,524,115.59
"1602",92,1504,238,101,53,559,545,229,112.18,53,1592,56,592,577,416,118.96
"1603",90,1950,309,113,100,588,421,254,89.63,51.2,2449,126,738,529,399,130.45
"1604",90,2192,319,166,51,628,310,346,91.79,51.17,2774,65,795,392,428,115.9
"1605",77,1722,292,105,61,546,370,238,93.8,52.17,2146,76,680,461,390,123.19
"1606",68,1708,261,102,49,490,367,200,90.76,53.24,2096,60,601,450,363,120.93
"1607",85,1556,259,88,36,513,415,198,105.57,55.27,1692,39,558,451,412,131.8
"1608",100,1719,257,88,33,470,363,226,102,56.32,1832,35,501,387,404,123.42
"1609",88,1689,220,96,34,517,439,241,114.75,52.82,1983,40,607,515,387,147
"1610",96,1475,224,67,28,498,635,230,140.65,54.57,1707,32,576,735,303,75
"1611",66,1347,130,51,6,421,569,128,114.62,54.76,1593,7,498,673,361,96
"1612",59,1540,223,74,14,406,508.82,144,109.4,54.77,1848,17,487,579.4,359,91
"1613",75,1253,209,50,13,457,682.86,191,138.83,57.31,1327,14,484,728.92,287,88
"1614",91,1227,179,72,13,467,717.12,170,137.04,56.73,1352,14,515,746.88,282,115
"1615",87,1287,204,72,12,351,665.81,210,138.87,54.15,1354,13,369,706.36,250,79
"1616",78,1300,196,56,13,391,678.38,196,135.12,53.59,1376,14,414,709.88,255,103
"1617",83,1397,236,75,23,536,592,211,137.69,53.43,1479,24,568,627,273,140
"1618",84,1393,228,60,64,522,627,163,97.81,53.34,1485,68,556,668,246,120
"1619",78,1443,260,72,46,495,655,169,104.83,56.49,1538,49,528,698,246,104
"1620",94,1537,276,84,78,411,620,167,88.35,50.46,1649,84,441,665,229,120
"1621",78,1415,222,55,65,497,600,153,101.34,55.77,1489,68,523,631,341,85
"1622",96,1296,215,42,62,490,639,129,120,57.01,1381,66,522,681,230,106
"1623",96,1317,236,56,44,422,605,158,112.13,52.31,1394,47,447,641,248,126
"1624",93,1345,240,64,41,464,568,116,91.59,58.14,1433,44,495,605,226,119
"1625",72,1346,208,37,33,456,527,128,94.76,54.4,1773,43,601,694,278,120
"1626",56,1408,246,59,50,382,555,135,87.03,54.35,1665,59,452,656,259,132
"1627",54,1591,250,53,93,309,647,69,84,53.73,1674,98,325,681,309,134
"1628",60,1627,284,58,123,476,647,51,64,51.38,1723,130,504,685,235,161
"1629",53,1607,272,41,118,436,585,74,77,52.23,1690,124,459,615,224,181
"1630",59,1565,275,60,101,410,485,61,72,52.63,1679,108,440,520,188,180
"1631",72,1692,305,61,106,483,574,51,62,52.36,1792,112,511,608,223,156
"1632",62,1587,262,54,80,453,514,50,54.82,55.45,1703,86,486,551,239,164
"1633",54,1564,227,48,60,457,507,72,58.34,55.37,1645,63,481,533,177,160
"1634",46,1488,274,50,91,536,544,56,45.95,52.71,1586,97,571,580,191,182
"1635",75,1793,323,54,162,607,498,62,47.16,49.2,1898,172,643,527,200,162
"1636",55,1876,363,46,133,473,483,36,49.67,55.38,1973,140,498,508,251,178
"1637",69,1580,315,55,85,460,518,44,50.3,53.62,1662,89,484,545,215,157
"1638",82,1692,347,70,128,469,575,75,57.82,55.37,1780,135,493,605,204,140
"1639",68,1552,264,34,97,415,700,55,54.19,52.4,1643,103,439,741,241,154
"1640",57,1618,263,48,108,474,616,53,54.61,55.33,1702,114,499,648,249,151
"1641",65,1569,273,39,109,506,678,70,49.36,52.84,1661,115,536,718,195,166
"1642",49,1423,252,31,43,457,548,41,49.52,55.72,1537,46,494,592,217,146
"1643",48,1439,249,43,53,452,521,50,48.1,55.52,1544,57,485,559,183,143
"1644",53,1297,191,37,79,461,558,26,44.2,54.79,1373,84,488,591,192,144
"1645",45,1343,198,40,67,474,627,68,54.19,54.07,1413,70,499,660,196,155
"1646",45,1260,180,40,47,421,524,40,49.33,53.1,1352,50,452,562,207,158
"1647",67,1390,196,38,69,525,585,31,44.87,52.31,1462,73,552,615,197,150
"1648",65,1409,211,44,58,498,529,34,44.12,55.84,1492,61,527,560,187,146
"1649",73,1421,220,42,84,439,621,43,43.22,54.4,1495,88,462,653,155,151
"1650",65,1424,221,55,63,488,625,63,50.29,54.32,1498,66,513,657,160,147
"1651",85,1419,244,58,128,555,705,28,33.58,57.05,1493,135,584,742,166,148
"1652",96,1515,237,58,131,563,599,35,32.59,54.95,1594,138,592,630,159,163
"1653",77,1456,209,49,114,531,552,66,29,56.07,1532,120,559,581,145,154
"1654",92,1423,249,47,98,568,562,63,43,55.86,1497,103,598,591,158,153
"1655",87,1473,240,65,121,558,628,44,22,54.63,1550,127,587,661,155,169
"1656",79,1456,256,61,107,635,652,32,28,59.55,1532,113,668,686,153,140
"1657",81,1379,224,46,123,562,797,60,27,51.98,1451,129,591,838,143,123
"1658",67,1301,206,40,119,524,903,41,48,51.25,1369,125,551,950,162,139
"1659",62,1299,206,46,104,471,1109,47,50,59.12,1366,109,495,1167,163,136
"1660",49,1331,195,53,108,500,976,59,32,55.46,1400,114,526,1027,151,188
"1661",82,1419,200,39,143,534,929,79,42,52.17,1428,144,537,935,139,168
"1662",87,1390,228,54,126,403,955,56,39,54.35,1390,126,403,955,142,147
"1663",92,1415,241,51,130,440,924,30,35,50.94,1415,130,440,924,156,150
"1664",82,1306,221,47,103,545,1033,79,62,56.31,1306,103,545,1033,137,174
"1665",76,1253,178,30,100,462,1003,58,51,60.62,1253,100,462,1003,127,163
"1666",63,1304,227,35,137,549,1130,73,49,50.58,1304,137,549,1130,136,157
"1667",67,1289,209,35,123,499,1031,63,39,55.85,1289,123,499,1031,121,158
"1668",61,1288,208,37,102,506,966,44,52,60,1338,106,525,1003,120,147
"1669",71,1381,218,29,134,476,979,51,47,51.27,1381,134,476,979,134,179
"1670",80,1434,233,50,95,469,822,115,58,55.28,1434,95,469,822,148,168
"1671",86,1506,283,42,125,610,960,126,57,53.29,1506,125,610,960,152,156
"1672",101,1505,259,45,110,542,793,127,70,58.52,1505,110,542,793,115,148
"1673",101,1548,266,56,186,573,806,135,68,55.57,1548,186,573,806,120,168
"1674",90,1404,248,32,133,552,866,152,58,51.66,1404,133,552,866,104,156
"1675",84,1453,250,53,119,602,764,128,76,58.93,1453,119,602,764,106,148
"1676",91,1517,272,54,117,472,708,140,62,58.37,1517,117,472,708,136,136
"1677",81,1494,248,51,147,555,1084,186,60,55.26,1494,147,555,1084,161,112
"1678",75,1343,238,47,141,527,1095,122,51,57.44,1343,141,527,1095,139,142
"1679",87,1395,268,39,155,593,1161,154,59,56.98,1404,156,597,1168,138,158
"1680",80,1390,248,51,169,587,1109,111,49,54.83,1390,169,587,1109,121,137
"1681",65,1302,248,31,107,492,987,113,49,59.57,1310,108,495,993,146,140
"1682",67,1324,215,36,123,558,926,106,50,52.13,1324,123,558,926,133,136
"1683",77,1410,237,27,103,582,915,108,35,53.58,1410,103,582,915,117,150
"1684",78,1332,248,33,111,490,1026,92,30,59.87,1332,111,490,1026,116,111
"1685",70,1392,255,36,118,509,1059,127,31,62.84,1392,118,509,1059,131,128
"1686",97,1555,297,51,156,665,1049,91,32,56.37,1555,156,665,1049,141,123
"1687",76,1448,293,39,113,558,1002,94,34,63.35,2040,159,786,1412,132,135
"1688",67,1405,249,39,132,536,1092,117,41,54.11,1405,132,536,1092,115,145
"1689",75,1482,286,36,126,508,1080,97,45,59.73,1482,126,508,1080,110,131
"1690",77,1539,302,44,161,631,1081,125,35,55.97,1539,161,631,1081,100,143
"1691",65,1386,304,40,144,611,1117,102,30,44,1386,144,611,1117,100,136
"1692",86,1431,295,29,164,551,1125,153,47,43,1431,164,551,1125,91,145
